Artista,Cancion,Palabra,Contexto
Los Huracanes Del Norte,Ayer Baje De La Sierra,sierra,... ayer bajé de la sierra ya me estaban esperando ...
Los Huracanes Del Norte,Ayer Baje De La Sierra,hombres,... estaban esperando eran cien hombres de verde tenían el ...
Los Huracanes Del Norte,Ayer Baje De La Sierra,barrio,... por otro lado al barrio de tierra blanca muy ...
Los Huracanes Del Norte,Ayer Baje De La Sierra,tierra,... lado al barrio de tierra blanca muy cerquita del ...
Los Huracanes Del Norte,Ayer Baje De La Sierra,gobierno,... borrada a escondidas del gobierno son los pendientes que ...
Los Huracanes Del Norte,Ayer Baje De La Sierra,banda,... me toquen con la banda esa pieza del barzón ...
Los Huracanes Del Norte,Ayer Baje De La Sierra,dinero,... negar si quieres ganar dinero acercate a culiacán cuando ...
Los Huracanes Del Norte,Ayer Baje De La Sierra,sierra,... cuando bajes de la sierra no lo vayas a ...
Los Huracanes Del Norte,Clave 7,federales,... la loma estaban 100 federales preguntando por pedrito también ...
Los Huracanes Del Norte,Clave 7,dinero,... agentes que le pidieran dinero veinte millones de pesos ...
Los Huracanes Del Norte,Clave 7,millones,... le pidieran dinero veinte millones de pesos era el ...
Los Huracanes Del Norte,Clave 7,dinero,... inolvidable no rola tanto dinero y unos agentes traidores ...
Los Huracanes Del Norte,Clave 7,carro,... agentes traidores ahora estrenan carro nuevo y un hombre ...
Los Huracanes Del Norte,Clave 7,miedo,... no duerme de puro miedo adiós señor comandante aquí ...
Los Huracanes Del Norte,Clave 7,comandante,... puro miedo adiós señor comandante aquí lo llevo en ...
Los Huracanes Del Norte,Clave 7,gente,... me fio de esa gente que la deslumbra el ...
Los Huracanes Del Norte,Clave 7,dinero,... que la deslumbra el dinero ya murió el león ...
Los Huracanes Del Norte,Clave 7,sierra,... el león de la sierra venga a quitarle el ...
Los Huracanes Del Norte,Clave 7,ley,... valle de culiacán ninguna ley del gobierno mi nombre ...
Los Huracanes Del Norte,Clave 7,gobierno,... culiacán ninguna ley del gobierno mi nombre podrá cambiar ...
Los Huracanes Del Norte,El Arbol De La Horca,caballo,... lo arrastraré en mi caballo de las ramas de ...
Los Huracanes Del Norte,El Arbol De La Horca,diablo,... vuelva a mirarlos el diablo andaba a caballo los ...
Los Huracanes Del Norte,El Arbol De La Horca,caballo,... el diablo andaba a caballo los hechos lo presenció ...
Los Huracanes Del Norte,Carga Ladeada,carga,... la yegua traía la carga ladeada iba sorteando unos ...
Los Huracanes Del Norte,Carga Ladeada,sierra,... unos pinos en la sierra de chihuahua yo no ...
Los Huracanes Del Norte,Carga Ladeada,r15,... un m60 cacareaba un r15 y distintas metralletas había ...
Los Huracanes Del Norte,Carga Ladeada,sierra,... había llovido en la sierra se esperaba una creciente ...
Los Huracanes Del Norte,Carga Ladeada,gente,... grande pero defendió su gente hizo pasar a la ...
Los Huracanes Del Norte,Carga Ladeada,teniente,... y también mato al teniente el rojo no estaba ...
Los Huracanes Del Norte,Carga Ladeada,sierra,... los guachos en la sierra buscaban a juan sarmiento ...
Los Huracanes Del Norte,Lamberto Quintero,camioneta,... quintero lo seguía una camioneta iban con rumbo al ...
Los Huracanes Del Norte,Lamberto Quintero,camioneta,... dijo nos sigue una camioneta lamberto sonriendo dijo pa ...
Los Huracanes Del Norte,Lamberto Quintero,muerto,... ahí dejaron a un muerto enemigo de lamberto quisieran ...
Los Huracanes Del Norte,Lamberto Quintero,muerte,... días después de su muerte vuelven a sonar los ...
Los Huracanes Del Norte,Lamberto Quintero,tiros,... vuelven a sonar los tiros ahí murieron diez hombres ...
Los Huracanes Del Norte,Lamberto Quintero,hombres,... tiros ahí murieron diez hombres por esos mismos motivos ...
Los Huracanes Del Norte,Lamberto Quintero,tierra,... puente que va a tierra blanca tu que lo ...
Los Huracanes Del Norte,El Corrido De Los Perez,dinero,... caballos y perdieron su dinero nomás no chille compadre ...
Los Huracanes Del Norte,El Corrido De Los Perez,balazos,... y a los primeros balazos fue el primero que ...
Los Huracanes Del Norte,El Corrido De Los Perez,gallo,... o al derecho otro gallo les cantara isidro cayó ...
Pedro Infante,El Aventurero,mujeres,... ojos nada más vi mujeres a montones comparables a ...
Pedro Infante,El Aventurero,hombres,... enredé como a los hombres con valientes de verdad ...
Pedro Infante,El Aventurero,valientes,... a los hombres con valientes de verdad ahora he ...
Pedro Infante,El Aventurero,mujeres,... igual ahí están sus mujeres que son puro amor ...
Pedro Infante,El Aventurero,mujeres,... igual ahí están sus mujeres que son puro amor ...
Pedro Infante,Nacho Bernal,caballo,... soy tu rey mi caballo es el segundo ahora ...
Pedro Infante,Nacho Bernal,ley,... se hacen a mi ley o los aparto del ...
Pedro Infante,Nacho Bernal,ley,... me anda buscando la ley por toditos los caminos ...
Pedro Infante,Nacho Bernal,muerto,... me piden vivo o muerto me andan queriendo asustar ...
Pedro Infante,Nacho Bernal,muerto,... con el petate del muerto si el día se ...
Pedro Infante,Nacho Bernal,plaza,... aah-ja-ay cuando a la plaza llegó se amotinaba la ...
Pedro Infante,Nacho Bernal,gente,... llegó se amotinaba la gente gritando viva bernal los ...
Pedro Infante,Nacho Bernal,hombres,... gritando viva bernal los hombres que son valientes alguien ...
Pedro Infante,Nacho Bernal,valientes,... los hombres que son valientes alguien le corrió a ...
Pedro Infante,Nacho Bernal,gobierno,... se cuidó cuando el gobierno llegó se le fueron ...
Pedro Infante,Nacho Bernal,caballo,... y también a su caballo ...
Alberto Vázquez,Corrido De Chihuahua,corrido,... parral y escuchen este corrido que alegre vengo a ...
Alberto Vázquez,Corrido De Chihuahua,tierra,... bonito chihuahua eres mi tierra norteña india vestida de ...
Alberto Vázquez,Corrido De Chihuahua,real,... ese viejo y noble real que tienen sabor añejo ...
Alberto Vázquez,Corrido De Chihuahua,valientes,... qué bonito chihuahua para valientes mi tierra para manzanas ...
Alberto Vázquez,Corrido De Chihuahua,tierra,... chihuahua para valientes mi tierra para manzanas el valle ...
Alberto Vázquez,Corrido De Chihuahua,sierra,... ahumada y de la sierra la carne qué bonito ...
Alberto Vázquez,Corrido De Chihuahua,tierra,... venados esa es mi tierra natal qué bonito chihuahua ...
Alberto Vázquez,Corrido De Chihuahua,gente,... vaya a olvidar pa gente buena chihuahua que es ...
Alberto Vázquez,La Carcel De Cananea,gallo,... tomado preso siendo un gallo tan jugado que me ...
Alberto Vázquez,La Carcel De Cananea,gallo,... tomado preso siendo un gallo tan jugado me fui ...
Alberto Vázquez,La Carcel De Cananea,policía,... noche me aprehendió la policía y a las once ...
Alberto Vázquez,La Carcel De Cananea,policía,... noche me aprehendió la policía me agarraron los sheriffes ...
Alberto Vázquez,La Carcel De Cananea,pistola,... de delito todos con pistola en mano como era ...
Alberto Vázquez,La Carcel De Cananea,pistola,... de delito todos con pistola en mano la cárcel ...
Carlos Y José,Los Federales De Caminos,federales,... refiero a todos ellos federales de camino vigilan las ...
Carlos Y José,Los Federales De Caminos,pistola,... hasta los dientes de pistola y metralleta andan en ...
Carlos Y José,Los Federales De Caminos,traficantes,... asesinos y también con traficantes algunos de ellos han ...
Carlos Y José,Los Federales De Caminos,muerto,... algunos de ellos han muerto cumpliendo con su deber ...
Carlos Y José,La Preciosa,cuatro,... un albur que jugaron cuatro perdieron la vida no ...
Carlos Y José,La Preciosa,dinero,... no por causa del dinero ni por pleitos de ...
Carlos Y José,La Preciosa,balazos,... cantina se mataron a balazos por culpa de una ...
Carlos Y José,La Preciosa,cuatro,... culpa de una perdida cuatro amigos de la infancia ...
Carlos Y José,La Preciosa,hombres,... se apreciaban como hermanos hombres a carta cabal su ...
Carlos Y José,La Preciosa,diablo,... ninguna falsedad pero el diablo nunca duerme y no ...
Carlos Y José,La Preciosa,cuatro,... uno como a los cuatro dio su maldito querer ...
Carlos Y José,La Preciosa,cuatro,... dieron cuenta que los cuatro la querían ninguno quiso ...
Carlos Y José,La Preciosa,cuatro,... de la preciosa los cuatro amigos murieron sin tiempo ...
Carlos Y José,El Quemador,balazos,... esos lugares como sonaron balazos entre puros judiciales enrique ...
Carlos Y José,El Quemador,judiciales,... sonaron balazos entre puros judiciales enrique samano ruiz a ...
Carlos Y José,El Quemador,matar,... orden de aprención por matar a dos agentes buscaban ...
Carlos Y José,El Quemador,muerte,... el comando de la muerte compareños judiciales les gritaba ...
Carlos Y José,El Quemador,judiciales,... de la muerte compareños judiciales les gritaba el quemador ...
Carlos Y José,El Quemador,matar,... a prision vengan a matar a un hombre pa ...
Carlos Y José,El Quemador,pistola,... suelo cayó con su pistola sin balas en medio ...
Carlos Y José,Corrido De Manuel Lopez,federales,... manuel lopez los agentes federales manuel salio de su ...
Carlos Y José,Corrido De Manuel Lopez,muerte,... escuchaban herido casi de muerte gritaba a los criminales ...
Carlos Y José,Corrido De Manuel Lopez,frente,... me han hablado de frente ya no fueran federales ...
Carlos Y José,Corrido De Manuel Lopez,federales,... frente ya no fueran federales un amigo de manuel ...
Carlos Y José,Corrido De Manuel Lopez,balazos,... se enfrento solo a balazos matando a 2 como ...
Carlos Y José,Corrido De Manuel Lopez,cuerno,... mi tumba cargado un cuerno de chivo ...
Carlos Y José,Santos Cantu,contrabando,... la causa fue el contrabando en bravo todos lo ...
Carlos Y José,Santos Cantu,muerto,... todos lo saben ha muerto santos cantu lo matan ...
Carlos Y José,Santos Cantu,federales,... cantu lo matan los federales un día 15 de ...
Carlos Y José,Santos Cantu,avioneta,... serían cuando pasó una avioneta santos ya lo presentía ...
Carlos Y José,Santos Cantu,balazos,... lo presentía agarrándose a balazos santos murió el mismo ...
Carlos Y José,Santos Cantu,mal,... les gritaba cuando estaba mal herido soldados o judiciales ...
Carlos Y José,Santos Cantu,judiciales,... mal herido soldados o judiciales vengan a acabar conmigo ...
Carlos Y José,Santos Cantu,hombres,... conmigo solamente así son hombres porque nunca habían podido ...
Carlos Y José,Santos Cantu,muerto,... encontraron santos se encontraba muerto y su cuerpo levantaron ...
Antonio Aguilar,El Grano de Oro,caballo,... de oro a mi caballo alazán era de mi ...
Antonio Aguilar,El Grano de Oro,carga,... obregón corrió con su carga en lomo hasta llegar ...
Antonio Aguilar,El Grano de Oro,caballo,... francisco villa en su caballo más fiel una vez ...
Antonio Aguilar,El Grano de Oro,caballo,... parral en canutillo el caballo lo esperaba en el ...
Antonio Aguilar,El Caballo Mojino,caballo,... del 92 corría el caballo mojino señores una carrera ...
Antonio Aguilar,El Caballo Mojino,hombres,... de caballos entre los hombres este caballo mojino señores ...
Antonio Aguilar,El Caballo Mojino,caballo,... entre los hombres este caballo mojino señores es de ...
Antonio Aguilar,El Caballo Mojino,caballo,... por las herraduras este caballo mojino señores lo llevo ...
Antonio Aguilar,El Caballo Mojino,caballo,... durango y es un caballo muy fino señores le ...
Antonio Aguilar,El Caballo Mojino,dinero,... señores pa recoger el dinero un varazo dio padilla ...
Los Tigres Del Norte,La Banda Del Carro Rojo,carro,... del sur en un carro colorado traían cien kilos ...
Los Tigres Del Norte,La Banda Del Carro Rojo,carro,... gritaba que detuvieran el carro para que lo registraran ...
Los Tigres Del Norte,La Banda Del Carro Rojo,muerto,... pasar mis compañeros han muerto ya no podrán declarar ...
Los Tigres Del Norte,La Banda Del Carro Rojo,cuatro,... solo las cruces quedaron cuatro eran del carro rojo ...
Los Tigres Del Norte,La Banda Del Carro Rojo,carro,... quedaron cuatro eran del carro rojo los otros tres ...
Los Tigres Del Norte,La Banda Del Carro Rojo,gobierno,... los otros tres del gobierno por ellos no se ...
Los Tigres Del Norte,La Tumba Del Mojado,dólares,... al otro lado los dólares son bonitos pero yo ...
Los Tigres Del Norte,La Tumba Del Mojado,frente,... tuve que inclinar la frente para cobrar la semana ...
Los Tigres Del Norte,El Tahur,gente,... profesional lo respetaba la gente porque jugaba legal era ...
Los Tigres Del Norte,El Tahur,perdió,... a buscar pero martín perdió todo ya no tenía ...
Los Tigres Del Norte,El Tahur,cuatro,... a perder se destaparon cuatro ases se sintió martín ...
Los Tigres Del Norte,Contrabando Y Traicion,carro,... traían las llantas del carro repletas de hierba mala ...
Los Tigres Del Norte,Contrabando Y Traicion,hierba,... del carro repletas de hierba mala eran emilio varela ...
Los Tigres Del Norte,Contrabando Y Traicion,contrabando,... la traición y el contrabando son cosas incompartidas a ...
Los Tigres Del Norte,Contrabando Y Traicion,cuatro,... un callejón oscuro las cuatro llantas cambiaron ahí entregaron ...
Los Tigres Del Norte,Contrabando Y Traicion,hierba,... cambiaron ahí entregaron la hierba y ahí también les ...
Los Tigres Del Norte,Contrabando Y Traicion,balazos,... mi vida sonaron siete balazos camelia a emilio mataba ...
Los Tigres Del Norte,Contrabando Y Traicion,policía,... a emilio mataba la policía solo hallo una pistola ...
Los Tigres Del Norte,Contrabando Y Traicion,pistola,... policía solo hallo una pistola tirada del dinero y ...
Los Tigres Del Norte,Contrabando Y Traicion,dinero,... una pistola tirada del dinero y de camelia nunca ...
Los Tigres Del Norte,Pueblo Querido,tierra,... muy lejos de la tierra que vio naceeeeer de ...
Los Tigres Del Norte,Pueblo Querido,barrio,... hermanos y del mi barrio que vio crecer la ...
Los Tigres Del Norte,Pueblo Querido,tierra,... encontrarse ausente de la tierra donde uno a nacido ...
Los Tigres Del Norte,Los Tres Amigos - 30 Segundos Para Morir,corrido,... cantaremos un corrido de tres amigos sinceros ...
Los Tigres Del Norte,Los Tres Amigos - 30 Segundos Para Morir,contrabando,... los persiguieron llevaban un contrabando con parque y armas ...
Los Tigres Del Norte,Los Tres Amigos - 30 Segundos Para Morir,miedo,... adelante nunca hemos tenido miedo ya llegando a la ...
Los Tigres Del Norte,Los Tres Amigos - 30 Segundos Para Morir,jefe,... daremos la escapada el jefe de policía grita a ...
Los Tigres Del Norte,Los Tres Amigos - 30 Segundos Para Morir,policía,... escapada el jefe de policía grita a los grandes ...
Los Tigres Del Norte,Los Tres Amigos - 30 Segundos Para Morir,traficantes,... grandes amigos ríndanse ya traficantes manos arriba al salir ...
Los Tigres Del Norte,Los Tres Amigos - 30 Segundos Para Morir,granada,... y al activar la granada se provoca la explosión ...
Los Tigres Del Norte,Los Tres Amigos - 30 Segundos Para Morir,corrido,... explosión así termina el corrido de estos tres grandes ...
Los Tigres Del Norte,Carrera Contra La Muerte,muerte,... quiso ganarle a la muerte quiso ganar la carrera ...
Los Tigres Del Norte,Carrera Contra La Muerte,dinero,... regresó te traigo mucho dinero dice la gente del ...
Los Tigres Del Norte,Carrera Contra La Muerte,gente,... mucho dinero dice la gente del pueblo que de ...
Los Tigres Del Norte,Carrera Contra La Muerte,tierra,... gran dolor vio la tierra donde vivió su miseria ...
Los Tigres Del Norte,Carrera Contra La Muerte,caballo,... al paso de su caballo iban rezando un rosario ...
Los Tigres Del Norte,Carrera Contra La Muerte,muerte,... quiso ganarle a la muerte quiso ganar la carrera ...
