artist,album,year,song,lyrics,es_narco_fuerte,subgenero_ia,conteo_narco,decada
Antonio Aguilar,Corridos De Caballos Famosos,1972,Caballo Prieto Azabache,"Caballo prieto azabache
Cómo olvidarte, te debo la vida
Cuando iban a fusilarme
Las fuerzas leales de Pancho Villa

Aquella noche nublada
Una avanzada
Me sorprendió

Y tras de ser desarmado
Fui sentenciado
Al paredón

Ya cuando estaba en capilla
Le dijo Villa
A su asistente

""Me apartas ese caballo
Por educado
Y obediente""

Sabía que no me escapaba
Y solo pensaba
En la salvación

Y tú mi prieto azabache
También pensabas
Igual que yo

Uh-ya
Esta canción es dedicada a mi Lucero, sí, señor

Recuerdo que me dijeron
""Pide un deseo
Pa ajusticiarte""

""Yo quiero ser fusilao
En mi caballo
Prieto azabache""

Y cuando en ti me montaron
Y prepararon
La ejecución

Mi voz de mando esperaste
Te abalanzaste
Contra el pelotón

Con tres balazos de Máuser
Corriste azabache
Salvando mi vida

Lo que tú hiciste conmigo
Caballo amigo
No se me olvida

No pude salvar la tuya
Y la amargura
Me hace llorar

Por eso prieto azabache
No he de olvidarte
Nunca jamás",True,6,2,1970
Maria Dolores Pradera,Canciones De Jose Alfredo Jimenez,1976,El Caballo Blanco,"este es el corrido del
caballo blanco en un
dia domingo feliz arrancara
iba con la mira de llegar al
norte abiendo salido de
guadalajara

su noble jinete le
quito la rienda le
quito la silla y se
fue apuro pelo

cruso como rallo
tierras nayaritas
entre serros berdes y
el azul del cielo

a paso mas lento
llego asta escuinapa
y por culiacan lla se
andaba quedando

dicen que cojiaba de
la pata izuierda que
llebaba todo el osico sangrando

pero lo miraon pasar
por sonora el valle
del yaqui le dio su
ternura

cuentan que cojiaba
de la pata izquierda
y apesar de todo
siguio su abentura

llego asta hermosillo
siguio pa caborca
y por mexicali sintio
que moria subio paso
a paso por la rumorosa
llegando a tijuana con
la luz del dia

cumplida su asaña
llego a rosarito y
no quiso echarse asta
ber ensenada
este es el corrido
del caballo blanco
que sali un domingo
de guadalajara...",True,5,2,1970
Los Relampagos Del Norte,Callejon Sin Salida,1970,Vengo A Llevarte,"Vengo a llevarte, prieta, por ahí
Para que vayas conmigo
A dar la vuelta para gozar
Y platicar bien contigo

Y si el amigo que tienes ahí
No quiere que lo abandones
Yo le pido de favor a él
Y verás que no se opone

Ay, prieta ingrata
Vente, vamos a pasearnos
Y si tu amigo no quiere
Por mí, a la fuerza nos vamos

Traigo dinero para gastar
Y ganas de emborracharme
Con esa prieta que estoy mirando
Por ella yo he de matarme

Por eso vengo a llevarte, prieta
Y si alguien quiere oponerse
Yo se lo pruebo que esa prieta
A mí nunca me aborrece

Ay, prieta ingrata
Vente, vamos a pasearnos
Y si tu amigo no quiere
Por mí, a la fuerza nos vamos",False,6,1,1970
Los Cadetes De Linares,El Hijo Del Palenque,1978,El Desquite,"Que culpa tengo,
Si por tú mala cabeza, vas a sufrir
No te detengo,
Si es tu gusto ese camino, lo has de seguir
Tarde o temprano,
Yo te he de ver, lamentando tu proceder
Ya cuando en vano,
Tú quieras arrepentida, retroceder

Yo sufro, por tal que sufras
Y si juego se perder,
Me gusta, quemar mi casa
Por ver la de en frente arder

Que tan amargo,
Será pensar que a mi lado, no has de volver
Y sin embargo,
Jamás me verán llorando, por tú querer

Hago de cuenta,
Que fue un remate de feria, o de carnaval
Porque no hay fiesta,
Sin un alegre principio, y triste final

Yo sufro, por tal que sufras
Y si juego se perder,
Me gusta, quemar mi casa
Por ver la de en frente arder",False,9,1,1970
Los Churumbeles De España,Los Churumbeles De España,1972,"Mexico, Que Lindo México","Mexico, que lindo mexico,
eres la tierra mas bella
yo he soñado con la gloria
y te confundi con ella
he de llevar a mi españa
un puñado de tierra,
y si mis ojos se cierran
en donde vieron la luz
la han de poner en mi cruz.
que mas puedo yo pedirte
igual que cubre un rebozo
o mantilla de manola,
tenga tierra mexicana
revuelta con española.
Ole!",False,5,1,1970
Antonio Aguilar,Corridos De Caballos Famosos,1972,El Siete Leguas,"Siete Leguas, el caballo
Que Villa, más estimaba
Cuando oía silbar los trenes
Se paraba y relinchaba
Siete Leguas, el caballo
Que Villa, más estimaba

En la estación de Irapuato
Cantaban, Los Horizontes
Ahí combatió formal
La brigada Bracamontes
En la estación de Irapuato
Cantaban, Los Horizontes

Ay, ¡que viva mi general Francisco Villa!
¡Uah!

Oye tú, Francisco Villa
Qué dice tu corazón
Ya no te acuerdas, valiente
Que atacaste a Paredón
Ya no te acuerdas, valiente
Que tomaste a Torreón

Como a las tres de la tarde
Silbó la locomotora
¡Arriba, arriba, muchachos! (ay-ah)
¡Pongan la ametralladora!
Como a las tres de la tarde
Silbó la locomotora

Adiós, torres de Chihuahua
Adiós, torres de cantera
Ya vino Francisco Villa
A quitarles lo pantera
Ya llego Francisco Villa
A devolver la frontera",False,6,1,1970
Antonio Aguilar,Corridos De Caballos Famosos,1972,El Caballo Bayo,"Ya no vuelve a su pesebre mi fiel caballo, no vuelve no
Ya no relincha de gozo, como cuando alguien lo acaricio
Maldita la suerte perra que un de repente se lo llevo, ay

Pobre mi caballo bayo
Cuánto he llorado, cuando él murió

Y fue en este mismo tiempo, ya van tres años que ayer cumplió
Cuando una terrible peste en el potrero se lo llevo
Parece que me llamaba, su pataleo me lo anuncio, ay

Pobre mi caballo bayo
Cuánto he llorado, cuando él partío

Primero el caballo y luego la vida

Allí me fui como flecha, pero en cuantito me le acerqué
Me clavaba sus ojitos, como diciendo: ""cúreme usted""
Lanzaba unos mordiscones, pero hay recuerdos que me dejo, ay

Pobre mi caballo bayo
Cuánto he llorado, cuando él murió

Después de un suspiro fuerte, como una piedra se endureció
Y yo con el alma rota le dije: ""bayo, adiós, adiós""
Lo metí en un hoyo grande y al enterrarlo, pena me dio, ay

Adiós, mi caballo bayo
Cuánto he llorado, cuando él murió",False,6,1,1970
Mariachi Vargas de Tecalitlán,El Mariachi Vargas de Tecalitlán,1976,Las Indias,"Qué bonitas son las indias desde Tuxpan, sin igual
Del meritito Jalisco, donde hay puro natural
Qué bonitas son las indias desde Tuxpan, sin igual
Del meritito Jalisco, donde hay puro natural

Ay, lalala lalalala-lalala
Qué bonitas son las indias desde Tuxpan, sin igual
Ay, lalala lalalala-lalala
Del meritito Jalisco, donde hay puro natural

Qué bonitas son las indias con su blanco colotón
Y su zapatilla negra y su falda de color
Qué bonitas son las indias con su blanco colotón
Y su zapatilla negra y su falda de color

Ay, lalala lalalala-lalala
Qué bonitas son las indias con su blanco colotón
Ay, lalala lalalala-lalala
Y su sabanilla negra y su falda de color

Qué bonitas son las indias cuando quieren de verdad
Montan al indio en el burro y ellas se lo echan a arriar
Qué bonitas son las indias cuando quieren de verdad
Montan al indio en el burro y ellas se lo echan a arriar

Ay, lalala lalalala-lalala
Qué bonitas son las indias cuando quieren de verdad
Ay, lalala lalalala-lalala
Montan al indio en el burro y ellas se lo echan a arriar

Qué bonitas son las indias cuando salen a bailar
El son del perico loro que se toca por allá
Qué bonitas son las indias cuando salen a bailar
El son del perico loro que se toca por allá

Ay, lalala lalalala-lalala
Qué bonitas son las indias cuando salen a bailar
Ay, lalala lalalala-lalala
El son del perico loro que se toca por allá",False,0,1,1970
Antonio Aguilar,Cuamileras Tradicionales Con Antonio Aguilar,1977,Cuarenta Cartas,"¡Aya!
Canción dedicada a todos mis hermanos
De los palenques, los parejeros, los albureros
Los que juegan a la baraja
Los que juegan al amor y a las canicas, ¡ja, ja!, ¡uah!

Tengo una baraja con cuarenta cartas
Me ayuda a librarme de cualquier traición
Traiciones que dejan algunas ingratas
Que son para el hombre de mal corazón

Si es el rey de copas en carta primera
Me anuncia parranda con algún amor, ¡uh, jo!
Y en la sota de oros, una traicionera
Que entregan sus besos sin ver condición

Cuidao con esos pelaos

Ya sé que me dicen el enamorado
Allá por el rancho donde yo nací
Porque yo soy hombre, no soy un dejado
Me gustan las hembras, palabra que sí

Y como dicen allá los güeros
Palabra que yes, yes, yes, ¡ay, ja, ja!
Pelaos del otro lao, con mucho cariño pa ustedes
Agarren lo que puedan, ¡uh!
Al cabo no los ve la mujer de acá, ¡ah, ja!

No cargo secretos de la magia negra
Ni huesos de muertos para enamorar, ¡me valgo solo!
Una buena suerte es la que me cargo
Que naide en el mundo, me la ha de igualar

Ahí les va muchachos, en mi despedida
Un grito ranchero, por vida de Dios
Ah-ah, ah-ah, ah-ah, ah-ah, ja, ja, ja
Ah, jay, qué pelaos tan hermosos, uah, ja, ja
Y no las aflojen, como el gavilán, están en la suya, pelaos

No se les olvide, que todo en la vida
Tiene su movida, si hay buen movedor
¡Sí, señor!",False,13,1,1970
José Alfredo Jiménez,La Sota De Copas,1970,La Sota De Copas,"Ay, amorcito mío
Por ahí dejé la botella
Donde me bebí tu amor
Alguien se quedó con ella
Yo no sé pa' qué la quiere
Ya me tomé lo mejor
El mundo es una cantina
Tan grande como el dolor
Me diste copas de besos
Luego, serviste desprecios
Yo te pagué con traición
Las cartas de la baraja
Tienen mucho parecido
Con algunas de las gentes
Tú eres la sota de copas
Muy bonita cantinera
Pero se te van los clientes
Uh-uh-ya
Camino ya recorrido
No debe volverse a andar
Oye bien lo que te digo
Árbol que nace torcido
No se endereza jamás
Un cielo lleno de nubes
No deja pasar el sol
Y ese amor que yo te tuve
Con tanto orgullo que tienes
No te llegó al corazón
Las cartas de la baraja
Tienen mucho parecido
Con algunas de las gentes
Tú eres la sota de copas
Muy bonita cantinera
Pero se te van los clientes",False,13,0,1970
Antonio Aguilar,Antonio Aguilar,1970,La Tumba Abandonada,"Cuántos jilgueros y sinsontes veo pasar
Pero qué tristes cantan esas avecillas
Van a Chihuahua a llorar sobre Parral
Donde descanza el General Francisco Villa

Lloran al ver aquella tumba
Donde descanza para siempre el general
Sin un clavel, sin flor alguna
Solo hojas secas que le ofrenda el bendaval

De sus dorados nadie quiere recordar
Que Villa duerme bajo el cielo de Chihuahua
Solo las aves que gorgean sobre Parral
Van a llorar sobre su tumba abandonada

Solo uno fue el olvidado
Y a su sepulcro su oración va a murmurar
Amigo fiel y buen soldado
Grabó en su tumba estoy presente general

Canten jilgueros y sinsontes sin parar
Y que sus trinos se oigan en la serranía
Y cuando vuelen bajo el cielo de Parrar
Lloren conmigo por el gran Francisco Villla

Adiós, adiós, mis avecillas
Yo también quiero recoradrle a mi nación
Que allá en Parral descansa Villa
En el regazo de aquel lugar que tanto amó",False,6,0,1970
Antonio Aguilar,Antonio Aguilar,1970,Paso Del Norte,"Qué triste se encuentra el hombre
Cuando anda ausente
Cuando anda ausente
Muy lejos de su patria

Mayormente si se acuerda
De sus padres y su chata
¡Ay, qué destino!
Para ponerse a llorar

Paso del Norte
Qué lejos te vas quedando
Tus divisiones
De mí se están alejando

Los pobres de mis hermanos
De mí se están acordando
¡Ay, cruel destino!
Para ponerse a llorar

¡Adiós mi México!, ¡adiós mi México!

Paso del Norte
Qué lejos te vas quedando
Tus divisiones
De mí se están alejando

Los pobres de mis hermanos
De mí se están acordando
¡Ay, qué destino!
Para ponerse a llorar",False,6,0,1970
Pedrito Fernández,La Mochila Azul / Corriente Y Canelo,1978,Corriente Y Canelo,"Se fue siguiendo la huella
Del amo que no volvia
Tenia mas de tres dias
Que no queria comer
Era corriente y canelo
El perro que yo refiero
Lo llamaron fandanguero
Cuando lo vieron crecer.
Que perro, pero que noble animal
Que perro nunca se me ah de olvidar.
Salio una noche de octubre
De alla del San Juan del rio
No sintio el hambre ni el frio
A su amo queria encontrar
Llego a Queretaro lejos
Miro en San Luis las estrellas
Y un amanecer sus huellas
En matehuala dejo.
Que perro, pero que noble animal
Que perro nunca se ah de olvidar
Cuando paso por Saltillo
Topo con muchos coyotes
Mato y corrio por los montes
Para su viaje seguir
En Monterrey y sabinas
Sintio que pronto lo hallaba
Cansado ya se doblaba
Pero no quizo dormir
Luego cruzo la frontera
Ventiando del otro lado
Al amo que habia buscado
Hasta que al fin lo encontro
Se echo en una sepultura
Donde estaba un letrero
Aqui se encuentra un brasero
Y el noble perro murio",False,5,0,1970
Los Huracanes Del Norte,Los Mejores 15 Corridos (15 Super Corridos),1988,Clave 7,"En el reten de la loma, estaban 100 federales,
Preguntando por Pedrito, también por Paulino Burgos
Pero andaban despistados, le preguntaban a un mudo

Clave 7 es la consigna, de agentes y de soldados,
Ese león ya crío melena, van a tener que matarlo,
Nomás no se arriesguen mucho,
Primero hay que traicionarlo

En la ciudad de Hermosillo, hubo una concentración
También pusieron retenes, por todita la nación
Lo cierto es que los transportes, Pedrito los regalo

Le mandaron 2 agentes, que le pidieran dinero,
Veinte millones de pesos, era el precio de su cuero
Pero como era camuco, lo tomaron prisionero

Junto con dos compañeros, además dos señoritas
Los llevaron a la Y griega, era la ultima cita
Ahí los acribillaron, junto con más jovencitas

Desde ese día inolvidable, no rola tanto dinero,
Y unos agentes traidores, ahora estrenan carro nuevo,
Y un hombre en Guadalajara, no duerme de puro miedo

Adiós señor comandante, aquí lo llevo en mi lista
Usted me echo por delante, ahí lo espero en la revista
Ya que tumbo mi panal, ahora toree las avispas

Mis armas no las entrego, van a quedar en el cerro,
Yo no me fio de esa gente, que la deslumbra el dinero,
Ya murió el león de la sierra, venga a quitarle el cuero

Adiós todos mis amigos, del valle de Culiacán,
Ninguna ley del gobierno, mi nombre podrá cambiar
Me llamo Pedro Aviles, no se les vaya a olvidar",True,12,10,1980
Antonio Aguilar,Ya Ni Las Copas,1980,Margarita La De Tijuana,"De Piedras Negras, Coahuila
Salieron una mañana
Adelante de Iglopaz
La emigracion los paraba
De laredo era Julian
Margarita de Tijuana.
Llevaban un contrabando
De ese polvo tan vendido
Margarita en su peinado
Ahi lo traiba escondido
Vamos de luna de miel
A san antonio querido.
Margarita sospechaba
Que julian no la queria
Porque a veces comentaba
Que el una novia tenia
Y que juntando una plata
Con ella se casaria.

Veinte mil dolares le dieron
Cuando entregaron la carga
Julian guardo aquel Dinero
Y empuñando su pistola
Yo me voy para Laredo
Y tu presencia me estorba.
Levantando su pistola
Le apuntaba al Corazon
Margarita de su bolsa
Le enseñaba un Cargador
Yo descargue tu pistola
Y a presentia tu traicion.
Sonaron cuatro balazos
Julian bien muerto cayo
Y aquel fajo de Billetes
Margarita se llevo
Por tener cuentas pendientes
A Tijuana no volvio.",True,12,10,1980
Los Broncos De Reynosa,16 Exitos,1983,Clave 7,"En el retén de la Loma, estaban 100 federales
Preguntando por Pedrito, también por Paulino Burgos,
Pero andaban despistados, le preguntaban a un mudo.

Clave 7 es la consigna, de agentes y de soldados,
Ese león ya crío melena, van a tener que matarlo,
Nomás no se arriesguen mucho,
Primero hay que traicionarlo.

En la ciudad de Hermosillo, hubo una concentración
También pusieron retenes, por todita la nación
Lo cierto es que los transportes, Pedrito los regaló.

Le mandaron 2 agentes, que le pidieran dinero,
Veinte millones de pesos, era el precio de su cuero,
Pero como era camuco, lo tomaron prisionero.

Junto con dos compañeros, además dos señoritas
Los llevaron a la Y griega, era la ultima cita,
Ahí los acribillaron, junto con las jovencitas.

Desde ese día inolvidable, no rola tanto dinero,
Y unos agentes traidores, ahora estrenan carro nuevo,
Y un hombre en Guadalajara, no duerme de puro miedo.

Adiós señor comandante, aquí lo llevo en mi lista
Usted me echó por delante, ahí lo espero en la revista
Ya que tumbo mi panal, ahora toree las avispas.

Mis armas no las entrego, van a quedar en el cerro,
Yo no me fío de esa gente, que la deslumbra el dinero,
Ya murió el León de la Sierra, vengan a quitarle el cuero.

Adiós todos mis amigos, del Valle de Culiacán,
Ninguna ley del gobierno, mi nombre podrá cambiar
Me llamo Pedro Avilés, no se les vaya a olvidar.",True,12,10,1980
